Customer_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Product_ID,Quantity
KH-16510,CA-2017-111262,2017-10-28,2017-11-01,Second Class,TEC-AC-10004510,2
TW-21025,CA-2017-134880,2017-10-27,2017-11-01,Standard Class,OFF-PA-10004039,1
RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,FUR-CH-10000553,1
RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-LA-10001982,8
RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-SU-10002573,2
RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-ST-10004963,7
SA-20830,CA-2017-160661,2017-10-28,2017-11-01,Standard Class,OFF-LA-10002475,3
OT-18730,CA-2017-162173,2017-10-26,2017-11-01,Standard Class,OFF-EN-10002831,7
OT-18730,CA-2017-162173,2017-10-26,2017-11-01,Standard Class,FUR-TA-10001520,5
AR-10510,CA-2014-115056,2014-05-02,2014-05-02,Same Day,OFF-AP-10003971,3
TM-21010,CA-2014-156006,2014-04-30,2014-05-02,Second Class,TEC-AC-10002550,3
JM-16195,CA-2014-160094,2014-04-30,2014-05-02,First Class,OFF-ST-10000585,5
JM-16195,CA-2014-160094,2014-04-30,2014-05-02,First Class,OFF-AR-10004010,5
CC-12685,CA-2015-119480,2015-01-09,2015-01-13,Standard Class,OFF-AR-10004691,2
CC-12685,CA-2015-119480,2015-01-09,2015-01-13,Standard Class,OFF-PA-10000474,3
CC-12685,CA-2015-119480,2015-01-09,2015-01-13,Standard Class,OFF-AP-10001205,3
CC-12685,CA-2015-119480,2015-01-09,2015-01-13,Standard Class,OFF-PA-10004996,5
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-BI-10000042,2
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-LA-10003714,4
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-ST-10002289,1
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-AR-10001315,2
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-ST-10003716,4
TH-21550,CA-2015-117800,2015-09-21,2015-09-26,Standard Class,TEC-PH-10002415,2
TH-21550,CA-2015-117800,2015-09-21,2015-09-26,Standard Class,FUR-CH-10000785,3
MG-17875,CA-2015-134992,2015-09-22,2015-09-26,Second Class,FUR-FU-10002554,2
MG-17875,CA-2015-134992,2015-09-22,2015-09-26,Second Class,OFF-PA-10001972,5
NH-18610,CA-2015-147102,2015-09-19,2015-09-26,Standard Class,TEC-AC-10000682,4
CM-11935,CA-2015-147816,2015-09-24,2015-09-26,Second Class,TEC-PH-10003095,2
AM-10705,CA-2015-151470,2015-09-20,2015-09-26,Standard Class,OFF-BI-10004040,11
TC-20980,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,OFF-BI-10002437,2
TC-20980,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,OFF-PA-10001970,5
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-PA-10001801,4
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,TEC-PH-10000369,5
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-EN-10001453,2
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,TEC-PH-10002538,3
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-ST-10002444,7
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-ST-10000563,2
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-ST-10004186,8
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,FUR-CH-10000309,4
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-BI-10000050,2
ME-17725,CA-2015-161830,2015-09-24,2015-09-26,Second Class,OFF-AR-10004042,2
ME-17725,CA-2015-161830,2015-09-24,2015-09-26,Second Class,OFF-BI-10001097,3
MM-18280,CA-2015-168760,2015-09-22,2015-09-26,Second Class,OFF-AP-10004532,3
FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FUR-FU-10004017,1
FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,OFF-AR-10001547,3
FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,TEC-AC-10001838,4
CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,OFF-AR-10000937,6
CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,TEC-PH-10000038,4
CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,FUR-BO-10001601,1
NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-PA-10001685,7
NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-AR-10001662,3
NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-BI-10001097,3
LO-17170,CA-2017-118367,2017-10-28,2017-11-02,Second Class,OFF-EN-10004386,2
JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-BO-10004467,2
JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-CH-10004289,8
JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-CH-10003833,2
PG-18895,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,OFF-LA-10000134,2
PG-18895,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,TEC-AC-10001998,1
LA-16780,CA-2014-107811,2014-04-29,2014-05-03,Standard Class,OFF-ST-10000798,5
LA-16780,CA-2014-107811,2014-04-29,2014-05-03,Standard Class,FUR-CH-10001394,2
MY-18295,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,OFF-LA-10000452,1
MY-18295,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,OFF-BI-10001628,2
MY-18295,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,OFF-AR-10004752,2
MY-18295,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,OFF-ST-10000877,9
DS-13180,CA-2014-132983,2014-04-28,2014-05-03,Standard Class,TEC-AC-10000736,2
GB-14530,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,OFF-ST-10001128,2
GB-14530,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,OFF-ST-10002214,3
GB-14530,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,OFF-LA-10001613,3
AG-10300,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,FUR-CH-10004886,3
AG-10300,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,OFF-BI-10001525,6
CS-12130,CA-2015-102036,2015-09-21,2015-09-27,Standard Class,OFF-ST-10003123,6
DR-12880,CA-2015-103933,2015-09-25,2015-09-27,First Class,TEC-AC-10004171,9
DM-12955,CA-2015-168480,2015-09-21,2015-09-27,Standard Class,OFF-AR-10001044,1
DM-12955,CA-2015-168480,2015-09-21,2015-09-27,Standard Class,FUR-BO-10000468,4
ON-18715,US-2015-161466,2015-09-24,2015-09-27,Second Class,OFF-AR-10000634,2
SC-20680,US-2015-164308,2015-09-24,2015-09-27,First Class,TEC-PH-10004120,6
SC-20230,CA-2016-108350,2016-06-06,2016-06-09,Second Class,OFF-PA-10003656,4
KB-16600,CA-2016-149671,2016-06-05,2016-06-09,Standard Class,OFF-SU-10002537,6
KL-16645,CA-2016-157749,2016-06-04,2016-06-09,Second Class,OFF-AR-10004685,2
KL-16645,CA-2016-157749,2016-06-04,2016-06-09,Second Class,FUR-FU-10004351,3
KL-16645,CA-2016-157749,2016-06-04,2016-06-09,Second Class,FUR-TA-10002607,5
KL-16645,CA-2016-157749,2016-06-04,2016-06-09,Second Class,TEC-PH-10000011,2
KL-16645,CA-2016-157749,2016-06-04,2016-06-09,Second Class,FUR-FU-10000576,5
KL-16645,CA-2016-157749,2016-06-04,2016-06-09,Second Class,OFF-PA-10003349,5
KL-16645,CA-2016-157749,2016-06-04,2016-06-09,Second Class,FUR-FU-10002505,3
JS-15940,US-2016-134908,2016-06-05,2016-06-09,Standard Class,OFF-ST-10003479,4
JS-15940,US-2016-134908,2016-06-05,2016-06-09,Standard Class,OFF-LA-10000973,3
CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,OFF-BI-10001525,5
CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,FUR-CH-10003981,5
CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,TEC-PH-10000526,1
CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,FUR-TA-10001086,5
CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,FUR-FU-10004973,2
LF-17185,CA-2017-118521,2017-02-16,2017-02-20,Standard Class,OFF-PA-10003465,2
ED-13885,CA-2017-134838,2017-02-19,2017-02-20,First Class,FUR-FU-10004018,3
ED-13885,CA-2017-134838,2017-02-19,2017-02-20,First Class,OFF-AR-10000634,3
SV-20785,CA-2017-151176,2017-02-13,2017-02-20,Standard Class,OFF-SU-10001165,3
SV-20785,CA-2017-151176,2017-02-13,2017-02-20,Standard Class,OFF-AR-10000614,3
SF-20200,CA-2017-123967,2017-11-01,2017-11-03,Second Class,FUR-TA-10003954,9
SF-20200,CA-2017-123967,2017-11-01,2017-11-03,Second Class,OFF-BI-10001308,5
SH-19975,CA-2017-127922,2017-10-27,2017-11-03,Standard Class,OFF-PA-10001204,2
SH-19975,CA-2017-127922,2017-10-27,2017-11-03,Standard Class,OFF-EN-10003068,2
JW-15220,CA-2017-139661,2017-10-30,2017-11-03,Standard Class,FUR-FU-10002885,2
MC-18100,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,TEC-AC-10001142,7
MC-18100,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,FUR-FU-10004415,2
MC-18100,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,OFF-PA-10004355,4
MC-18100,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,OFF-ST-10002486,2
KH-16360,CA-2014-118304,2014-04-29,2014-05-04,Standard Class,TEC-PH-10000376,2
CS-11860,CA-2014-124618,2014-05-02,2014-05-04,Second Class,TEC-CO-10004202,2
LL-16840,CA-2014-134061,2014-04-29,2014-05-04,Standard Class,FUR-FU-10001424,2
AA-10480,CA-2014-155271,2014-05-04,2014-05-04,Same Day,FUR-FU-10001473,2
KS-16300,CA-2015-169677,2015-01-13,2015-01-15,Second Class,OFF-LA-10003223,2
MM-17920,US-2015-157154,2015-01-10,2015-01-15,Standard Class,FUR-TA-10001889,4
SC-20440,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,OFF-AP-10002651,4
SC-20440,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,FUR-FU-10000010,3
DE-13255,CA-2015-153381,2015-09-24,2015-09-28,Standard Class,OFF-BI-10001525,4
DE-13255,CA-2015-153381,2015-09-24,2015-09-28,Standard Class,FUR-CH-10000988,10
PO-19195,CA-2015-156335,2015-09-25,2015-09-28,Second Class,TEC-PH-10002726,2
PO-19195,CA-2015-156335,2015-09-25,2015-09-28,Second Class,OFF-BI-10003314,3
PO-19195,CA-2015-156335,2015-09-25,2015-09-28,Second Class,TEC-AC-10002006,4
SC-20725,US-2015-161991,2015-09-26,2015-09-28,Second Class,OFF-BI-10004967,5
SC-20725,US-2015-161991,2015-09-26,2015-09-28,Second Class,TEC-PH-10001760,7
LP-17095,CA-2016-112830,2016-06-06,2016-06-10,Standard Class,FUR-FU-10004845,2
LP-17095,CA-2016-112830,2016-06-06,2016-06-10,Standard Class,FUR-FU-10004306,3
RD-19810,CA-2016-120558,2016-06-07,2016-06-10,First Class,OFF-PA-10003441,5
NG-18355,CA-2017-120019,2017-02-16,2017-02-21,Standard Class,OFF-ST-10001932,3
NG-18355,CA-2017-120019,2017-02-16,2017-02-21,Standard Class,TEC-PH-10000923,1
NH-18610,CA-2017-122693,2017-02-19,2017-02-21,Second Class,OFF-AP-10002518,7
JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,OFF-ST-10000642,3
JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,FUR-CH-10004063,3
JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,OFF-AR-10004078,6
JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,OFF-FA-10004854,2
JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,FUR-FU-10004270,1
CV-12805,CA-2017-164707,2017-02-18,2017-02-21,Second Class,OFF-LA-10004345,2
CV-12805,CA-2017-164707,2017-02-18,2017-02-21,Second Class,TEC-PH-10001924,3
CV-12805,CA-2017-164707,2017-02-18,2017-02-21,Second Class,TEC-AC-10004864,3
LL-16840,US-2017-163195,2017-02-17,2017-02-21,Second Class,TEC-PH-10003875,3
SF-20065,CA-2017-104136,2017-11-01,2017-11-04,Second Class,OFF-PA-10001033,1
SF-20065,CA-2017-104136,2017-11-01,2017-11-04,Second Class,OFF-PA-10004243,10
FM-14290,CA-2017-121160,2017-11-04,2017-11-04,Same Day,OFF-ST-10002485,3
FM-14290,CA-2017-121160,2017-11-04,2017-11-04,Same Day,OFF-BI-10003094,2
FM-14290,CA-2017-121160,2017-11-04,2017-11-04,Same Day,OFF-BI-10004040,4
FM-14290,CA-2017-121160,2017-11-04,2017-11-04,Same Day,OFF-BI-10001308,6
AH-10120,CA-2017-131632,2017-10-31,2017-11-04,Standard Class,OFF-AR-10003651,2
NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-BI-10003718,6
NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-AR-10003469,5
NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-FA-10004838,3
NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-EN-10001335,7
NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,FUR-FU-10002508,3
NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-ST-10001511,7
GT-14635,US-2017-168116,2017-11-04,2017-11-04,Same Day,TEC-MA-10004125,4
GT-14635,US-2017-168116,2017-11-04,2017-11-04,Same Day,OFF-AP-10002457,2
NC-18340,CA-2014-111899,2014-05-04,2014-05-05,First Class,OFF-FA-10000840,6
NC-18340,CA-2014-111899,2014-05-04,2014-05-05,First Class,OFF-AR-10001725,2
JS-15940,CA-2014-130274,2014-05-03,2014-05-05,First Class,OFF-LA-10002195,7
JF-15190,CA-2015-105508,2015-09-24,2015-09-29,Standard Class,OFF-EN-10003055,1
SF-20200,CA-2015-120341,2015-09-26,2015-09-29,Second Class,OFF-BI-10004224,6
SF-20200,CA-2015-120341,2015-09-26,2015-09-29,Second Class,TEC-PH-10003357,1
DK-12895,CA-2015-139738,2015-09-25,2015-09-29,Standard Class,OFF-AR-10004602,7
SS-20140,CA-2015-143616,2015-09-27,2015-09-29,Second Class,OFF-AR-10002067,5
EH-13990,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,OFF-PA-10002222,2
EH-13990,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,OFF-AR-10004930,1
EH-13990,CA-2015-156510,2015-09-25,2015-09-29,Standard Class,OFF-BI-10000822,2
SB-20185,CA-2015-159779,2015-09-25,2015-09-29,Standard Class,OFF-BI-10002735,2
RH-19510,CA-2015-167255,2015-09-27,2015-09-29,Second Class,OFF-ST-10001328,1
RH-19510,CA-2015-167255,2015-09-27,2015-09-29,Second Class,OFF-PA-10002377,3
RH-19510,CA-2015-167255,2015-09-27,2015-09-29,Second Class,OFF-PA-10003441,2
NM-18520,US-2015-100531,2015-09-27,2015-09-29,First Class,OFF-BI-10001670,2
NM-18520,US-2015-100531,2015-09-27,2015-09-29,First Class,FUR-FU-10003849,3
KM-16720,US-2015-106873,2015-09-24,2015-09-29,Second Class,TEC-AC-10002345,2
KM-16720,US-2015-106873,2015-09-24,2015-09-29,Second Class,OFF-AR-10001246,7
KM-16720,US-2015-106873,2015-09-24,2015-09-29,Second Class,OFF-AR-10003179,2
FM-14290,CA-2016-103163,2016-06-07,2016-06-11,Standard Class,OFF-BI-10003305,1
FM-14290,CA-2016-103163,2016-06-07,2016-06-11,Standard Class,OFF-PA-10004000,1
RS-19870,CA-2016-107475,2016-06-07,2016-06-11,Standard Class,OFF-FA-10002988,6
ME-17320,CA-2016-160717,2016-06-06,2016-06-11,Standard Class,TEC-AC-10002134,2
ME-17320,CA-2016-160717,2016-06-06,2016-06-11,Standard Class,TEC-PH-10001760,3
ME-17320,CA-2016-160717,2016-06-06,2016-06-11,Standard Class,TEC-PH-10001459,9
JL-15235,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,OFF-AR-10000122,2
JL-15235,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,OFF-LA-10000407,3
JL-15235,CA-2016-165169,2016-06-05,2016-06-11,Standard Class,OFF-ST-10001496,2
JK-16120,CA-2017-154039,2017-02-17,2017-02-22,Standard Class,TEC-PH-10002789,1
JK-16120,CA-2017-154039,2017-02-17,2017-02-22,Standard Class,FUR-TA-10001932,3
PJ-18835,CA-2017-103009,2017-11-03,2017-11-05,Second Class,OFF-PA-10001215,5
CY-12745,CA-2017-117114,2017-10-31,2017-11-05,Standard Class,OFF-EN-10001137,3
CY-12745,CA-2017-117114,2017-10-31,2017-11-05,Standard Class,TEC-PH-10004042,4
JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,TEC-PH-10003505,2
JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,OFF-AP-10002684,14
JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,OFF-LA-10003077,6
JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,OFF-PA-10003424,2
JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,OFF-AR-10003514,5
JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,FUR-CH-10003061,1
TB-21175,CA-2017-143567,2017-11-02,2017-11-05,Second Class,OFF-EN-10004846,2
TB-21175,CA-2017-143567,2017-11-02,2017-11-05,Second Class,OFF-ST-10001580,4
TB-21175,CA-2017-143567,2017-11-02,2017-11-05,Second Class,FUR-CH-10000454,4
TB-21175,CA-2017-143567,2017-11-02,2017-11-05,Second Class,TEC-AC-10004145,9
KL-16555,CA-2017-147760,2017-11-04,2017-11-05,First Class,FUR-TA-10004575,3
KL-16555,CA-2017-147760,2017-11-04,2017-11-05,First Class,TEC-PH-10002483,5
DJ-13510,CA-2017-153339,2017-11-03,2017-11-05,Second Class,FUR-FU-10001967,1
NP-18670,CA-2017-167227,2017-11-02,2017-11-05,First Class,OFF-AP-10001962,10
NP-18670,CA-2017-167227,2017-11-02,2017-11-05,First Class,OFF-PA-10001838,2
CR-12580,US-2017-105998,2017-11-03,2017-11-05,First Class,TEC-AC-10004469,5
CR-12580,US-2017-105998,2017-11-03,2017-11-05,First Class,FUR-TA-10001095,12
EJ-14155,US-2017-110989,2017-11-03,2017-11-05,Second Class,TEC-AC-10002345,3
GG-14650,US-2017-145597,2017-11-02,2017-11-05,First Class,OFF-AR-10001958,4
CS-12490,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,TEC-PH-10000912,4
CS-12490,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,TEC-PH-10004977,2
CS-12490,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,OFF-AR-10001374,2
CS-12490,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,TEC-PH-10002262,3
CS-12490,CA-2015-128608,2015-01-12,2015-01-17,Standard Class,TEC-AC-10000487,2
PB-19150,CA-2015-137526,2015-01-13,2015-01-17,Standard Class,FUR-FU-10001861,4
PB-19150,CA-2015-137526,2015-01-13,2015-01-17,Standard Class,OFF-BI-10003364,3
PB-19150,CA-2015-137526,2015-01-13,2015-01-17,Standard Class,FUR-FU-10004845,9
HW-14935,CA-2015-103072,2015-09-27,2015-09-30,Second Class,OFF-AR-10000127,5
HW-14935,CA-2015-103072,2015-09-27,2015-09-30,Second Class,OFF-PA-10003172,4
EB-13870,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,FUR-TA-10000577,3
PF-19165,CA-2015-111458,2015-09-26,2015-09-30,Standard Class,TEC-AC-10001590,2
RW-19540,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,OFF-ST-10000798,6
RW-19540,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,OFF-PA-10000501,4
RW-19540,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,OFF-ST-10002743,4
RW-19540,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,OFF-BI-10000778,2
RW-19540,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,TEC-PH-10001750,5
RW-19540,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,OFF-AP-10004980,2
RW-19540,CA-2015-124800,2015-09-26,2015-09-30,Standard Class,OFF-BI-10003984,9
MC-17275,CA-2015-143119,2015-09-24,2015-09-30,Standard Class,FUR-CH-10001270,6
SH-19975,CA-2015-149083,2015-09-25,2015-09-30,Standard Class,FUR-CH-10004289,4
SH-19975,CA-2015-149083,2015-09-25,2015-09-30,Standard Class,TEC-AC-10002567,2
SH-19975,CA-2015-149083,2015-09-25,2015-09-30,Standard Class,OFF-LA-10002945,2
JB-16000,CA-2016-121993,2016-06-10,2016-06-12,First Class,OFF-LA-10003720,8
TC-21295,CA-2016-147368,2016-06-09,2016-06-12,First Class,TEC-MA-10002178,2
RB-19795,US-2016-155971,2016-06-06,2016-06-12,Standard Class,OFF-LA-10000452,7
RB-19795,US-2016-155971,2016-06-06,2016-06-12,Standard Class,OFF-PA-10000210,5
HW-14935,CA-2017-105809,2017-02-20,2017-02-23,First Class,TEC-PH-10001580,2
HW-14935,CA-2017-105809,2017-02-20,2017-02-23,First Class,FUR-FU-10004090,1
GH-14410,CA-2017-132647,2017-02-17,2017-02-23,Standard Class,OFF-PA-10001838,2
GH-14410,CA-2017-132647,2017-02-17,2017-02-23,Standard Class,OFF-ST-10003123,5
ME-17725,CA-2017-166415,2017-02-19,2017-02-23,Standard Class,OFF-FA-10004968,3
KM-16225,CA-2017-116358,2017-11-02,2017-11-06,Standard Class,OFF-AR-10004685,6
KM-16225,CA-2017-116358,2017-11-02,2017-11-06,Standard Class,OFF-FA-10003495,3
MM-18055,CA-2017-127285,2017-10-30,2017-11-06,Standard Class,OFF-BI-10004330,3
MM-18055,CA-2017-127285,2017-10-30,2017-11-06,Standard Class,OFF-BI-10002072,2
TH-21115,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,FUR-FU-10001847,1
TH-21115,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,OFF-EN-10003845,3
TH-21115,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TEC-PH-10001817,4
TH-21115,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,OFF-AP-10001962,3
JM-16195,CA-2017-130834,2017-11-03,2017-11-06,Second Class,OFF-PA-10003673,3
AR-10825,CA-2017-141425,2017-11-02,2017-11-06,Second Class,OFF-SU-10000646,2
KH-16630,CA-2017-164049,2017-11-02,2017-11-06,Standard Class,OFF-PA-10000791,5
BG-11035,CA-2017-169005,2017-11-02,2017-11-06,Standard Class,OFF-AR-10000246,2
RA-19885,US-2017-111745,2017-11-05,2017-11-06,First Class,TEC-AC-10003911,1
FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,OFF-PA-10002764,4
FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,OFF-PA-10000143,5
FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,TEC-AC-10003441,1
FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,OFF-PA-10000157,3
FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,OFF-LA-10000414,4
GD-14590,CA-2014-111934,2014-05-05,2014-05-07,First Class,OFF-PA-10000474,1
GD-14590,CA-2014-111934,2014-05-05,2014-05-07,First Class,OFF-BI-10004364,2
BS-11365,US-2014-148194,2014-05-04,2014-05-07,First Class,FUR-FU-10001852,7
BS-11365,US-2014-148194,2014-05-04,2014-05-07,First Class,OFF-AP-10000696,4
YS-21880,CA-2015-156755,2015-01-12,2015-01-18,Standard Class,OFF-ST-10002615,3
AM-10705,CA-2015-100573,2015-09-25,2015-10-01,Standard Class,OFF-EN-10000461,2
BS-11800,CA-2015-122371,2015-09-26,2015-10-01,Standard Class,OFF-ST-10002370,3
BS-11800,CA-2015-122371,2015-09-26,2015-10-01,Standard Class,OFF-EN-10000056,2
HG-14965,CA-2015-169201,2015-09-28,2015-10-01,First Class,OFF-AP-10002082,2
HG-14965,CA-2015-169201,2015-09-28,2015-10-01,First Class,OFF-AP-10000696,3
RC-19825,CA-2016-125318,2016-06-06,2016-06-13,Standard Class,TEC-PH-10001433,4
ES-14020,CA-2016-127775,2016-06-11,2016-06-13,Second Class,TEC-AC-10002402,3
DK-13090,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,TEC-CO-10003236,2
DK-13090,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,OFF-BI-10002982,2
DK-13090,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,OFF-PA-10002947,2
DK-13090,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,OFF-AR-10004010,2
AB-10060,CA-2017-118213,2017-11-05,2017-11-07,First Class,OFF-PA-10000565,3
AB-10060,CA-2017-118213,2017-11-05,2017-11-07,First Class,OFF-PA-10003673,10
AB-10060,CA-2017-118213,2017-11-05,2017-11-07,First Class,OFF-PA-10002615,1
SR-20425,CA-2017-120061,2017-11-02,2017-11-07,Second Class,FUR-CH-10001973,2
JC-16105,CA-2017-126046,2017-11-03,2017-11-07,Standard Class,OFF-LA-10004484,3
KC-16675,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,OFF-PA-10000157,7
KC-16675,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,FUR-CH-10001891,4
AH-10195,CA-2017-154732,2017-11-05,2017-11-07,First Class,OFF-BI-10000474,5
EC-14050,CA-2017-163188,2017-11-07,2017-11-07,Same Day,OFF-BI-10000756,9
JB-16000,CA-2017-168179,2017-11-02,2017-11-07,Standard Class,OFF-PA-10001800,3
CS-12505,US-2017-115609,2017-11-02,2017-11-07,Standard Class,OFF-AP-10003040,5
JO-15145,US-2017-168802,2017-11-03,2017-11-07,Standard Class,OFF-BI-10002393,4
EB-13870,CA-2014-110219,2014-05-05,2014-05-08,First Class,FUR-CH-10001146,3
PM-18940,CA-2014-117709,2014-05-04,2014-05-08,Standard Class,OFF-BI-10001294,4
ML-17395,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,OFF-PA-10004665,1
ML-17395,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,OFF-BI-10001982,2
ML-17395,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,OFF-BI-10001116,4
ML-17395,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,OFF-BI-10004506,1
JK-15205,CA-2015-125976,2015-09-27,2015-10-02,Standard Class,OFF-PA-10001125,5
JK-15205,CA-2015-125976,2015-09-27,2015-10-02,Standard Class,TEC-PH-10002496,12
TB-21520,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,OFF-PA-10000474,5
TB-21520,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,OFF-PA-10004100,6
TB-21520,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TEC-AC-10001956,5
DB-13210,CA-2016-122448,2016-06-09,2016-06-14,Standard Class,FUR-CH-10002774,3
EB-13705,CA-2016-128223,2016-06-14,2016-06-14,Same Day,FUR-TA-10001771,7
